http://purl.obolibrary.org/obo/ICO_100001,http://purl.obolibrary.org/obo/ICO_0000231
http://purl.obolibrary.org/obo/ICO_100005,http://purl.obolibrary.org/obo/ICO_0000232
http://purl.obolibrary.org/obo/ICO_100006,http://purl.obolibrary.org/obo/ICO_0000233
http://purl.obolibrary.org/obo/ICO_100007,http://purl.obolibrary.org/obo/ICO_0000234
http://purl.obolibrary.org/obo/ICO_100008,http://purl.obolibrary.org/obo/ICO_0000235
http://purl.obolibrary.org/obo/ICO_100010,http://purl.obolibrary.org/obo/ICO_0000236
http://purl.obolibrary.org/obo/ICO_100011,http://purl.obolibrary.org/obo/ICO_0000237
http://purl.obolibrary.org/obo/ICO_100012,http://purl.obolibrary.org/obo/ICO_0000238
http://purl.obolibrary.org/obo/ICO_100013,http://purl.obolibrary.org/obo/ICO_0000239
http://purl.obolibrary.org/obo/ICO_100014,http://purl.obolibrary.org/obo/ICO_0000240
http://purl.obolibrary.org/obo/ICO_100015,http://purl.obolibrary.org/obo/ICO_0000241
http://purl.obolibrary.org/obo/ICO_100016,http://purl.obolibrary.org/obo/ICO_0000242
http://purl.obolibrary.org/obo/ICO_100017,http://purl.obolibrary.org/obo/ICO_0000243
http://purl.obolibrary.org/obo/ICO_100018,http://purl.obolibrary.org/obo/ICO_0000244
http://purl.obolibrary.org/obo/ICO_100019,http://purl.obolibrary.org/obo/ICO_0000245
http://purl.obolibrary.org/obo/ICO_100020,http://purl.obolibrary.org/obo/ICO_0000246
http://purl.obolibrary.org/obo/ICO_100021,http://purl.obolibrary.org/obo/ICO_0000247
http://purl.obolibrary.org/obo/ICO_100022,http://purl.obolibrary.org/obo/ICO_0000248
http://purl.obolibrary.org/obo/ICO_100023,http://purl.obolibrary.org/obo/ICO_0000249
http://purl.obolibrary.org/obo/ICO_100031,http://purl.obolibrary.org/obo/ICO_0000250
http://purl.obolibrary.org/obo/ICO_100032,http://purl.obolibrary.org/obo/ICO_0000251
http://purl.obolibrary.org/obo/ICO_100033,http://purl.obolibrary.org/obo/ICO_0000252
http://purl.obolibrary.org/obo/ICO_100034,http://purl.obolibrary.org/obo/ICO_0000253
http://purl.obolibrary.org/obo/ICO_100037,http://purl.obolibrary.org/obo/ICO_0000254
http://purl.obolibrary.org/obo/ICO_100041,http://purl.obolibrary.org/obo/ICO_0000255
http://purl.obolibrary.org/obo/ICO_100049,http://purl.obolibrary.org/obo/ICO_0000256
http://purl.obolibrary.org/obo/ICO_100051,http://purl.obolibrary.org/obo/ICO_0000257
http://purl.obolibrary.org/obo/ICO_100054,http://purl.obolibrary.org/obo/ICO_0000258
http://purl.obolibrary.org/obo/ICO_100055,http://purl.obolibrary.org/obo/ICO_0000259
http://purl.obolibrary.org/obo/ICO_100056,http://purl.obolibrary.org/obo/ICO_0000260
http://purl.obolibrary.org/obo/ICO_100059,http://purl.obolibrary.org/obo/ICO_0000261
http://purl.obolibrary.org/obo/ICO_100069,http://purl.obolibrary.org/obo/ICO_0000262
