Level	Rule Name	Subject	Property	Value
INFO	lowercase_definition	obo:RO_HOM0000025	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000088	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0020018	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000092	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000091	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0003001	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002156	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002157	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002151	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0003000	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000413	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000411	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000419	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002380	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000081	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000417	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000080	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000418	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000085	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002385	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002264	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002386	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002387	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002388	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002260	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002381	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002382	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002261	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002262	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002383	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000087	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000086	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002263	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002384	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000079	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002378	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002379	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002018	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0020011	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0020012	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000301	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0020013	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0020014	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002490	obo:IAO_0000115		
INFO	lowercase_definition	obo:OBI_0000066	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002495	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002253	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002374	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002254	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002496	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002376	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002497	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002255	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002256	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002377	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002491	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002371	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002492	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002493	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002372	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002252	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002010	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002494	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002373	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002131	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000031	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000032	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002246	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002488	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002489	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002249	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000034	obo:IAO_0000115		
INFO	lowercase_definition	obo:ICO_0000228	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002000	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002002	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002245	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002120	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000057	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0001025	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002357	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002479	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000604	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002231	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000052	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002352	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002473	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002353	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002232	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002233	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002234	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002476	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000056	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002350	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002592	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002351	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002230	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0000053	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002593	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002349	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002229	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002224	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002225	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0001015	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002226	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002589	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002348	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000055	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002220	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002583	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002584	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002221	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002101	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002586	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002223	obo:IAO_0000115		
INFO	lowercase_definition	obo:OBI_0000655	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002217	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002218	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002219	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002334	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002576	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002214	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002335	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002336	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002579	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002458	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002216	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002330	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002572	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0001000	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002210	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002331	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0001001	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002332	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002211	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002333	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002575	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002570	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002571	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002569	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000592	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002206	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002329	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002209	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000050	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002202	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002203	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002204	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002325	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002205	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002568	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000051	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000595	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000119	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0040036	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002201	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002558	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0001901	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002554	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002433	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002314	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000007	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000005	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0001902	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000121	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000001	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002430	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002552	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002431	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002553	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002432	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0009501	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002427	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002428	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002429	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002303	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000136	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000013	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000135	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002418	obo:IAO_0000115		
INFO	lowercase_definition	obo:R0_0009004	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002411	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002412	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002413	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002414	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000066	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000067	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000027	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000024	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000062	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000063	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000015	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000427	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0004035	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002530	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002531	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0004034	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002525	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002404	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002526	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002527	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002406	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002528	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002407	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002521	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002400	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002522	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002402	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002523	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002524	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0021012	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000314	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0021011	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002529	obo:IAO_0000115		
INFO	lowercase_definition	obo:ICO_0000069	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000004	obo:IAO_0000115		
INFO	lowercase_definition	obo:OBI_0000471	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0008504	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0008502	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002520	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002641	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002515	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002516	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002637	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002517	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002510	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002511	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002633	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002512	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002513	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000326	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000321	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002518	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002639	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002519	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000322	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000443	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002503	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002505	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002501	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000576	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000035	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000574	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002507	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002508	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000031	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000572	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002509	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002180	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000219	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000581	obo:IAO_0000115		
INFO	lowercase_definition	obo:ICO_0000080	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000144	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000145	obo:IAO_0000115		
INFO	lowercase_definition	obo:RO_0002617	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000102	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000140	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000583	obo:IAO_0000115		
INFO	lowercase_definition	obo:BFO_0000020	obo:IAO_0000115		
INFO	lowercase_definition	obo:IAO_0000221	obo:IAO_0000115		
